imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
tt0242994,0.0,/1LWVR7jnOtF9RBnI5ph5Nuq4VL1.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,55372.0,fr,Va savoir,"After finding love and success in Italy, French actress Camille returns to Paris, the city she fled 3 years ago. She secretly dreads confronting her ex-boyfriend Pierre. Her new lover Ugo also has a secret, he’s meeting with the intriguing Dominique while on his quest for an unpublished manuscript.",2.278,/4TMNEsCqQttZYKP6B1CzxvSkFQL.jpg,"[{'id': 1628, 'logo_path': None, 'name': 'V.M. Productions', 'origin_country': ''}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-09-28,0.0,154.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Va Savoir (Who Knows?),0.0,6.5,23.0,
tt0242998,0.0,/ntsJFh4DMY3u2YUqanr5pYiJvFN.jpg,,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,10984.0,en,Valentine,Four friends start receive morbid Valentine cards and realise they are being stalked by someone they had spurned 13 years ago. A masked killer is on the loose and Valentine's day is soon approaching.,14.342,/jMtWV4FixMGTgUjbr9NFVEANGYQ.jpg,"[{'id': 172, 'logo_path': None, 'name': 'NPV Entertainment', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-02,16300000.0,96.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Remember that kid everyone ignored on Valentine’s Day? — He remembers you.,Valentine,0.0,5.45,463.0,R
tt0243017,0.0,/56MLZww2dMVAaTt5LDKCBu1do2X.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,9081.0,en,Waking Life,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",10.908,/2MRM4PL6H7yraAkwyUEe2EqoQH3.jpg,"[{'id': 27356, 'logo_path': None, 'name': 'Line Research', 'origin_country': ''}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 380, 'logo_path': None, 'name': 'Thousand Words', 'origin_country': 'US'}, {'id': 27357, 'logo_path': None, 'name': 'Flat Black Films', 'origin_country': ''}, {'id': 11510, 'logo_path': '/gg3gP2wHNNfOfLKdXGjYC9qJ9ok.png', 'name': 'Detour Filmproduction', 'origin_country': 'US'}, {'id': 4059, 'logo_path': None, 'name': 'Independent Film Channel', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-19,3176880.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Dreams. What are they? An escape from reality or reality itself?,Waking Life,0.0,7.5120000000000005,764.0,R
tt0243059,0.0,/atVvBujJVc8wAmpnIZrpljtIJaS.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,286724.0,en,Cahoots,"Two men who were ""best friends"" while growing up together and into their 20's, reconnect after years apart. On the surface, their lives have gone in opposite directions, one married, successful, respectful and settled; the other divorced, footloose, unemployed and prowling. The narrative is not linear but vertical as simple get together to ""have a drink"" leads to a nihilistic descent into macho hell. The only thing that survives their reunion is their love for one another.",1.252,/vlKSCQBqSmAJEBFpEzXnozpSgSK.jpg,"[{'id': 168209, 'logo_path': None, 'name': 'Chewing School', 'origin_country': ''}, {'id': 24101, 'logo_path': None, 'name': 'Den Pictures Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-05,0.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Cahoots,0.0,2.5,2.0,
tt0243133,0.0,/vIoDRgrlnBEMPm0sTmnPDaH5AIe.jpg,,20000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,10778.0,en,The Man Who Wasn't There,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",9.145,/lrCgt8NNMyFsfmXyXiSSCRXNH4u.jpg,"[{'id': 4378, 'logo_path': None, 'name': 'The KL Line', 'origin_country': ''}, {'id': 10565, 'logo_path': None, 'name': 'Good Machine', 'origin_country': 'US'}, {'id': 37, 'logo_path': '/24D25UH5SyteudhPXW6Oy0Qfj1q.png', 'name': 'Gramercy Pictures', 'origin_country': 'US'}, {'id': 2092, 'logo_path': None, 'name': 'Mike Zoss Productions', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-26,0.0,116.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"The more you see, the less you really know.",The Man Who Wasn't There,0.0,7.572,1344.0,R
tt0243155,0.0,/imvV078HyWsa9jgDVLi4APgskrJ.jpg,"{'id': 8936, 'name': 'Bridget Jones Collection', 'poster_path': '/33oGv82H0fvSr8IvAbiamgVvNU5.jpg', 'backdrop_path': '/9WuJ3iHkCEm5jtxIRwRAp45QZjL.jpg'}",25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,634.0,en,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",21.29,/dkauRl9TosBFikftrC3OVcKWDoz.jpg,"[{'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 13323, 'logo_path': None, 'name': 'Little Bird', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-04-13,281929795.0,97.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,Bridget Jones's Diary,0.0,6.753,4452.0,R
tt0243210,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,95669.0,en,On the Nose,"Brendan is a janitor at a university who has a fondness for gambling, especially betting on horse races. However, he doesn't have much skill at it, and poorly considered bets have drained the bank account he'd set aside for his daughter's education. Brendan's wife has made Brendan promise to give up gambling, but when their daughter announces she's just been accepted to Trinity College in Ireland, Brendan has to come up with the tuition money, and fast. While doing his sweeping at work, Brendan makes a remarkable discovery - the preserved head of an aboriginal tribesman who, under proper conditions, can pick the winners in horse races.",0.903,/14cslP3ErW6vLlOkRMvSVhplADu.jpg,[],"[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",2001-10-23,0.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,On the Nose,0.0,5.6,9.0,
tt0243212,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,173197.0,en,Demasiado amor,"Laura and Beatriz are two sisters in search of a dream in common: to run a guest house abroad and live off the rents. Laura travels to Spain to start off the project, and Beatriz remains alone in Mexico waiting for the right moment to catch up to her sister. While Beatriz nurtures the desire of moving away, she begins to feed off dreams and fantasies. In the midst of easy love affairs that earn her enough money to support Laura, Beatriz meets Carlos, a man with whom she travels throughout Mexico, discovering the inimaginable beauty of her country, her soul and her own body.",1.4,/t9kq7pJ9aiCn99XbV2lkyRBcuIB.jpg,[],[],2002-06-07,0.0,93.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,To Love Too Much,0.0,5.3,3.0,
tt0243222,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,73526.0,en,The Doe Boy,A Cherokee boy is a haemophiliac in a culture obsessed with blood identity.,1.307,/pliN6sHnxkVLuXVrKGjti8te7zM.jpg,[],[],2001-01-25,0.0,85.0,[],Released,,The Doe Boy,0.0,5.5,4.0,
tt0243232,0.0,/lba63vslUgCsRCumTNy5XYKTyVP.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",,16405.0,en,Dust,"Two parallel tales of redemption, a century apart. In the New York storyline, Edge hunts for Angela's gold to pay back a debt, and gradually grows closer to her. In the Macedonian story, the brothers end up fighting for opposite sides of a revolution, with the religious Elijah taking up sides with the Ottoman sultan and gunslinger Luke joining ""the Teacher"" , a Macedonian rebel.",3.423,/qhNlFTwlrte13wX3ntMQJSO7azG.jpg,"[{'id': 12745, 'logo_path': None, 'name': 'British Screen Productions', 'origin_country': 'GB'}, {'id': 697, 'logo_path': None, 'name': 'Alta Films S.A.', 'origin_country': 'ES'}, {'id': 7102, 'logo_path': '/dNuhKIiAChEJdGA7TXQgwqbFU6y.png', 'name': 'British Sky Broadcasting', 'origin_country': 'GB'}, {'id': 2441, 'logo_path': '/7Vutdea75apwXkRyfQ4Ne6j0KcN.png', 'name': 'Fandango', 'origin_country': 'IT'}, {'id': 20455, 'logo_path': None, 'name': 'Film Consortium', 'origin_country': 'GB'}, {'id': 246, 'logo_path': None, 'name': 'Film Council', 'origin_country': 'GB'}, {'id': 124637, 'logo_path': None, 'name': 'Highlight Communications', 'origin_country': 'CH'}, {'id': 169587, 'logo_path': None, 'name': 'History Dreams', 'origin_country': 'GB'}, {'id': 6246, 'logo_path': '/7X6pfxldTiOD7MLo2EQqUQlmOUw.png', 'name': 'Medusa Film', 'origin_country': 'IT'}, {'id': 1270, 'logo_path': None, 'name': 'National Lottery', 'origin_country': 'GB'}, {'id': 44280, 'logo_path': None, 'name': 'Shadow Films', 'origin_country': 'MK'}, {'id': 169588, 'logo_path': None, 'name': 'South Fork Pictures', 'origin_country': 'US'}, {'id': 169589, 'logo_path': None, 'name': 'The Paranoid Celluloid Co. Ltd.', 'origin_country': 'GB'}, {'id': 100493, 'logo_path': None, 'name': 'ena Film GmbH', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'MK', 'name': 'Macedonia'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-29,0.0,127.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Macedonian', 'iso_639_1': 'mk', 'name': ''}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Dust,0.0,5.6,23.0,R
tt0243255,0.0,/pnwI95K4pmYeM3LsMRTQYzvhvvO.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,570.0,fr,À ma soeur!,"Anaïs is twelve and bears the weight of the world on her shoulders. She watches her older sister, Elena, whom she both loves and hates. Elena is fifteen and devilishly beautiful. Neither more futile, nor more stupid than her younger sister, she cannot understand that she is merely an object of desire. And, as such, she can only be taken. Or had. Indeed, this is the subject: a girl's loss of virginity. And, that summer, it opens a door to tragedy.",15.561,/afzbY1h7huuxlITigPfcyQSkqLs.jpg,"[{'id': 15130, 'logo_path': None, 'name': 'Urania Pictures', 'origin_country': 'IT'}, {'id': 243, 'logo_path': None, 'name': 'CB Films', 'origin_country': 'FR'}, {'id': 79023, 'logo_path': None, 'name': 'Immagine e Cinema', 'origin_country': 'IT'}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 324, 'logo_path': None, 'name': 'Flach Film', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2001-03-07,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Fat Girl,0.0,6.192,172.0,NR
tt0243278,0.0,/ufXypk9DZ6yXeDPI1rbbwMhxfxQ.jpg,,0.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,67669.0,en,Going Back,A group of Marines return to Vietnam with a news crew to relive their tragic war experiences.,2.265,/oNvyDciVvFVjPMQERPlpEJu0P0S.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2001-01-01,0.0,113.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Going Back,0.0,4.2,10.0,
tt0243493,0.0,/4KjQqPiucOTOmK0GXCMGzNqNiiX.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,11444.0,fr,Le Placard,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",10.709,/kNm5Jxr3iulG8tfYHqDD0ahODCw.jpg,"[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 11037, 'logo_path': None, 'name': 'EFVE', 'origin_country': ''}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2001-01-17,0.0,84.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Closet,0.0,6.4,414.0,
tt0243508,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,210937.0,en,Pursuit of Happiness,"An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",2.41,/1X367WBxiLFZSrOaRqKMD7pvKpH.jpg,"[{'id': 96088, 'logo_path': None, 'name': 'The Martindale Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-17,0.0,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Pursuit of Happiness,0.0,4.5,2.0,NR
tt0243529,0.0,/pZswRo33OQ5luq9ux7OqrPuTHGB.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}]",,297428.0,fr,Le Roman de Lulu,Roman has two problems: First problem: he is twice the age of Lulu. Second problem: it is not at all a problem for Lulu.,0.6000000000000001,/vAhDlkaHcsS6orhWDbb3kuFJW1C.jpg,"[{'id': 12961, 'logo_path': None, 'name': 'Lambart Productions', 'origin_country': ''}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2001-04-18,0.0,88.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Le Roman de Lulu,0.0,5.8,4.0,
tt0243554,0.0,/uWzDaS4i4H3s4fssbFVAuFa2H57.jpg,,2000000.0,"[{'id': 53, 'name': 'Thriller'}]",,73952.0,en,When Strangers Appear,A man enters a roadside diner run by a young woman and claims he is being chased by murderers.,5.201,/waL1neAqYQ6GsXUmEoUUdmguFFl.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2001-02-01,0.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't serve coffee to strangers.,When Strangers Appear,0.0,6.4,45.0,R
tt0243569,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,287049.0,es,Solo por hoy,"The film is about the stories of Ailí, Morón, Equis, Fer and Toro. They live together in Buenos Aires. It shows the intimacy of every day situations combining like a puzzle fragments of the five characters during five days of the week. Each one go through different situations that ends in an unique scene about the desires and limitations of our lives.",0.651,/zJ2N4owONgBPnyYaZPkYKsP2iu3.jpg,"[{'id': 11999, 'logo_path': '/50K9W66YeWjOalNcjWddPcSgIYO.png', 'name': 'Universidad del Cine', 'origin_country': 'AR'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2001-06-07,0.0,100.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Just for Today,0.0,8.5,2.0,
tt0243575,0.0,/wkc4D723P2ZbMwwsD0lHcQuGTIO.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,16435.0,en,Speaking of Sex,"A counselor, an expert on depression, and two attorneys try to help a couple who have marital problems.",4.848,/oV6fwiOJKhf8vs5MnCSPeMc2U5i.jpg,"[{'id': 55949, 'logo_path': None, 'name': 'Omnibus', 'origin_country': ''}, {'id': 635, 'logo_path': None, 'name': 'Les Films Alain Sarde', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-18,0.0,97.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Because life has its ups and downs.,Speaking of Sex,0.0,5.5,22.0,
tt0243595,0.0,/8L2TLCbDYOrwXxkpAbEcB9gIVBV.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,35176.0,en,Kill Me Later,"Her goldfish dead, her lover exposed as a rat, Shawn Holloway leaves her bank post and goes to the roof intent on suicide. Before she can leap, she's taken hostage by Charlie Anders, a fleeing bank robber. He and his partners have stolen a million in cash and plan to escape to Venezuela. Shawn agrees to cooperate if Charlie promises to kill her once he's in the clear. Parts of the plan go awry, so Charlie has time to try to pierce her bleak manner and self pity, and she has time for reflection. As night falls, their interlude ends: they're each alone, Charlie facing prison as the police close in, and Shawn staring down at a river from atop a high bridge.",2.551,/2HaAtSaml6QLc6fs9H1BBM5nDMF.jpg,"[{'id': 5993, 'logo_path': None, 'name': 'Curb Entertainment', 'origin_country': ''}, {'id': 164775, 'logo_path': None, 'name': 'Amazon Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-14,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Not every hostage wants to be saved!,Kill Me Later,0.0,5.5,18.0,R
tt0243609,0.0,/7ew2soLD1RY0PbHwhReqNUv08Wa.jpg,,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,1783.0,en,To End All Wars,"Based on a real-life story, this drama focuses on a small group of Allied soldiers in Burma who are held captive by the Japanese. Capt. Ernest Gordon (Ciaran McMenamin), Lt. Jim Reardon (Kiefer Sutherland) and Maj. Ian Campbell (Robert Carlyle) are among the military officers kept imprisoned and routinely beaten and deprived of food. While Campbell wants to rebel and attempt an escape, Gordon tries to take a more stoic approach, an attitude that proves to be surprisingly resonant.",8.117,/4fXRE02M2EckpGPZNbuZIo05dmL.jpg,"[{'id': 1159, 'logo_path': None, 'name': 'Argyll Film Partners', 'origin_country': ''}, {'id': 1160, 'logo_path': None, 'name': 'Gummshoe Productions', 'origin_country': ''}, {'id': 1161, 'logo_path': None, 'name': 'Integrity Partners', 'origin_country': ''}, {'id': 1162, 'logo_path': None, 'name': 'Pray For Rain Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-02,0.0,108.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,To End All Wars,0.0,6.4,135.0,R
tt0243655,0.0,/boct1C0KWZ533T6o5qjFVfaUpSt.jpg,,5000000.0,"[{'id': 35, 'name': 'Comedy'}]",http://www.wethotamericansummer.com/,2171.0,en,Wet Hot American Summer,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",6.686,/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg,"[{'id': 1002, 'logo_path': None, 'name': 'Eureka Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-27,295206.0,97.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,High Times. Hard Bodies. Soft Rock.,Wet Hot American Summer,0.0,6.295,680.0,
tt0243759,0.0,/bUa4SvSt35pwvJJquRWUvIPS1UQ.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10402, 'name': 'Music'}]",,21538.0,en,The American Astronaut,"Samual Curtis's first mission in this bizarre science fiction musical comedy requires him to take a cat to a saloon on an asteroid. There, he meets his former dance partner (the Blueberry Pirate) and collects his payment: a device capable of producing a Real Live Girl. Including music by alternative rock group The Billy Nayer Show, this film began life as a live show with a loyal following.",4.156,/qeh8Rzyr7VJaZWep7Vi5MP1e5hG.jpg,"[{'id': 151121, 'logo_path': None, 'name': 'BNS Productions', 'origin_country': ''}, {'id': 151122, 'logo_path': None, 'name': 'Commodore Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-20,0.0,91.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Space is a lonely town.,The American Astronaut,0.0,6.8,44.0,
tt0243806,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,570485.0,it,Tra due mondi,,0.6000000000000001,/97wtRHT5OmaJ68CS8YnMB7GdOjF.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2001-01-01,0.0,88.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Once Upon a Time in Sicily,0.0,0.0,0.0,
tt0243859,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,33684.0,cs,Divoké včely,A portrait of a small Moravian village and its quirky inhabitants.,0.617,/AgYC3JxJFtnRrJ9GHFN43wMOHlo.jpg,"[{'id': 487, 'logo_path': '/x3BUIowxU2skXOpnOeOkl7kIYDo.png', 'name': 'Česká televize', 'origin_country': 'CZ'}, {'id': 24860, 'logo_path': None, 'name': 'Cineart TV Prague', 'origin_country': 'CZ'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2001-11-08,0.0,114.0,"[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}]",Released,,The Wild Bees,0.0,6.5,8.0,
tt0243885,0.0,/iHE8nKO4ugHMUdyxSFrZOvh61wi.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,88087.0,en,The Elite,"After the murder of their families by a terrorist bomb, five young adults are trained as a hi-tech, anti-terrorist team with a mission to search and destroy high-profile terrorist groups.",4.325,/ebuPVlcywA36zY7cPRVumHdNxlk.jpg,"[{'id': 28594, 'logo_path': None, 'name': 'ROAR', 'origin_country': ''}, {'id': 3244, 'logo_path': None, 'name': 'Media Pro Pictures', 'origin_country': 'RO'}, {'id': 10700, 'logo_path': None, 'name': 'American Cinema International', 'origin_country': 'US'}, {'id': 28595, 'logo_path': None, 'name': 'Viarom Productions', 'origin_country': ''}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-02-28,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Protecting the world is their job... Revenge is their duty.,The Elite,0.0,3.6,10.0,R
tt0243892,0.0,/xADCn1uMh9Y5lE0DJYxYc9HXtRv.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,271570.0,en,Face the Music,"Dan Stone's band may have just been dumped from their record label, but they're still young and they still feel like they've got a few hits left in them. Of course, everybody knows that nothing rockets a band to the big time better than the death of a lead singer, and when the band agrees to fake Dan's death in exchange for some well-timed publicity, the plan pays off better than they ever might have expected. The trouble is, a beautiful female reporter has been assigned to investigate the mysterious death, and now, as her reporter's instincts lead her ever closer to the truth, the ""dead man"" realizes that the girl of his dreams is also the girl who could destroy his career if news breaks of the band's elaborate ruse.",0.6000000000000001,/erTkD6Bcvwmr715julKGQEnSvvV.jpg,[],[],2000-01-01,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Face the Music,0.0,0.0,0.0,PG-13
